survived,pclass,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,sex_male,embarked_Q,embarked_S
1,1,49.0,0,0,25.9292,First,woman,False,D,Southampton,yes,True,False,False,True
1,3,31.0,0,0,8.6833,Third,woman,False,,Southampton,yes,True,False,False,True
0,3,30.0,0,0,7.2292,Third,man,True,,Cherbourg,no,True,True,False,False
0,3,30.0,1,1,24.15,Third,woman,False,,Southampton,no,False,False,False,True
0,2,34.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
1,2,31.0,1,1,26.25,Second,woman,False,,Southampton,yes,False,False,False,True
1,3,0.42,0,1,8.5167,Third,child,False,,Cherbourg,yes,False,True,False,False
1,3,27.0,0,0,6.975,Third,man,True,,Southampton,yes,True,True,False,True
0,3,31.0,0,0,7.775,Third,man,True,,Southampton,no,True,True,False,True
0,1,39.0,0,0,0.0,First,man,True,A,Southampton,no,True,True,False,True
0,3,18.0,0,0,7.775,Third,woman,False,,Southampton,no,True,False,False,True
0,2,39.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
1,1,33.0,1,0,53.1,First,woman,False,E,Southampton,yes,False,False,False,True
0,3,26.0,0,0,7.8875,Third,man,True,,Southampton,no,True,True,False,True
0,3,39.0,0,0,24.15,Third,man,True,,Southampton,no,True,True,False,True
0,2,35.0,0,0,10.5,Second,man,True,,Southampton,no,True,True,False,True
0,3,6.0,4,2,31.275,Third,child,False,,Southampton,no,False,False,False,True
0,3,30.5,0,0,8.05,Third,man,True,,Southampton,no,True,True,False,True
0,1,28.0,0,0,0.0,First,man,True,B,Southampton,no,True,True,False,True
0,3,23.0,0,0,7.925,Third,woman,False,,Southampton,no,True,False,False,True
0,2,31.0,1,1,37.0042,Second,man,True,,Cherbourg,no,False,True,False,False
0,3,43.0,0,0,6.45,Third,man,True,,Southampton,no,True,True,False,True
0,3,10.0,3,2,27.9,Third,child,False,,Southampton,no,False,True,False,True
1,3,27.0,0,0,8.6625,Third,man,True,,Southampton,yes,True,True,False,True
0,1,38.0,0,0,0.0,First,man,True,,Southampton,no,True,True,False,True
1,3,27.0,0,1,12.475,Third,woman,False,E,Southampton,yes,False,False,False,True
0,3,2.0,4,1,39.6875,Third,child,False,,Southampton,no,False,True,False,True
0,3,28.0,0,0,6.95,Third,man,True,,Queenstown,no,True,True,True,False
0,3,28.0,0,0,56.4958,Third,man,True,,Southampton,no,True,True,False,True
1,2,1.0,0,2,37.0042,Second,child,False,,Cherbourg,yes,False,True,False,False
1,3,28.0,0,0,7.75,Third,man,True,,Queenstown,yes,True,True,True,False
1,3,15.0,1,0,14.4542,Third,child,False,,Cherbourg,yes,False,False,False,False
1,2,0.83,1,1,18.75,Second,child,False,,Southampton,yes,False,True,False,True
0,3,28.0,0,0,7.2292,Third,man,True,,Cherbourg,no,True,True,False,False
0,3,23.0,0,0,7.8542,Third,man,True,,Southampton,no,True,True,False,True
0,3,18.0,0,0,8.3,Third,man,True,,Southampton,no,True,True,False,True
0,3,21.0,0,0,8.6625,Third,man,True,,Southampton,no,True,True,False,True
0,3,28.0,0,0,8.05,Third,man,True,,Southampton,no,True,True,False,True
1,3,32.0,0,0,56.4958,Third,man,True,,Southampton,yes,True,True,False,True
1,1,28.0,0,0,29.7,First,man,True,C,Cherbourg,yes,True,True,False,False
0,3,20.0,0,0,7.925,Third,man,True,,Southampton,no,True,True,False,True
0,2,16.0,0,0,10.5,Second,man,True,,Southampton,no,True,True,False,True
1,1,30.0,0,0,31.0,First,woman,False,,Cherbourg,yes,True,False,False,False
0,3,34.5,0,0,6.4375,Third,man,True,,Cherbourg,no,True,True,False,False
0,3,17.0,0,0,8.6625,Third,man,True,,Southampton,no,True,True,False,True
0,3,42.0,0,0,7.55,Third,man,True,,Southampton,no,True,True,False,True
0,3,35.0,0,0,7.8958,Third,man,True,,Cherbourg,no,True,True,False,False
0,2,28.0,0,1,33.0,Second,man,True,,Southampton,no,False,True,False,True
0,3,4.0,4,2,31.275,Third,child,False,,Southampton,no,False,True,False,True
0,3,74.0,0,0,7.775,Third,man,True,,Southampton,no,True,True,False,True
0,3,9.0,1,1,15.2458,Third,child,False,,Cherbourg,no,False,False,False,False
1,1,16.0,0,1,39.4,First,woman,False,D,Southampton,yes,False,False,False,True
0,2,44.0,1,0,26.0,Second,woman,False,,Southampton,no,False,False,False,True
1,3,18.0,0,1,9.35,Third,woman,False,,Southampton,yes,False,False,False,True
1,1,51.0,0,0,26.55,First,man,True,E,Southampton,yes,True,True,False,True
1,3,24.0,0,3,19.2583,Third,woman,False,,Cherbourg,yes,False,False,False,False
0,3,28.0,0,0,7.2292,Third,man,True,,Cherbourg,no,True,True,False,False
0,3,41.0,2,0,14.1083,Third,man,True,,Southampton,no,False,True,False,True
0,2,21.0,1,0,11.5,Second,man,True,,Southampton,no,False,True,False,True
1,1,48.0,0,0,25.9292,First,woman,False,D,Southampton,yes,True,False,False,True
0,2,24.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
1,2,42.0,0,0,13.0,Second,woman,False,,Southampton,yes,True,False,False,True
1,2,27.0,1,0,13.8583,Second,woman,False,,Cherbourg,yes,False,False,False,False
0,1,31.0,0,0,50.4958,First,man,True,A,Southampton,no,True,True,False,True
0,3,28.0,0,0,9.5,Third,man,True,,Southampton,no,True,True,False,True
1,3,4.0,1,1,11.1333,Third,child,False,,Southampton,yes,False,True,False,True
0,3,26.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
1,1,47.0,1,1,52.5542,First,woman,False,D,Southampton,yes,False,False,False,True
0,1,33.0,0,0,5.0,First,man,True,B,Southampton,no,True,True,False,True
0,3,47.0,0,0,9.0,Third,man,True,,Southampton,no,True,True,False,True
1,2,28.0,1,0,24.0,Second,woman,False,,Cherbourg,yes,False,False,False,False
1,3,15.0,0,0,7.225,Third,child,False,,Cherbourg,yes,True,False,False,False
0,3,20.0,0,0,9.8458,Third,man,True,,Southampton,no,True,True,False,True
0,3,19.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
0,3,28.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
1,2,25.0,0,1,26.0,Second,woman,False,,Southampton,yes,False,False,False,True
0,3,33.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
0,3,22.0,0,0,10.5167,Third,woman,False,,Southampton,no,True,False,False,True
0,2,28.0,0,0,10.5,Second,man,True,,Southampton,no,True,True,False,True
0,3,25.0,0,0,7.05,Third,man,True,,Southampton,no,True,True,False,True
0,3,39.0,0,5,29.125,Third,woman,False,,Queenstown,no,False,False,True,False
0,2,27.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
1,1,19.0,0,0,30.0,First,woman,False,B,Southampton,yes,True,False,False,True
0,3,28.0,1,2,23.45,Third,woman,False,,Southampton,no,False,False,False,True
1,1,26.0,0,0,30.0,First,man,True,C,Cherbourg,yes,True,True,False,False
0,3,32.0,0,0,7.75,Third,man,True,,Queenstown,no,True,True,True,False
